#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2025-05-30-15-39-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer	source
#types	time	string	addr	port	addr	port	string	string	bool	string	string
1499169223.076809	Cw8x663p2bi718hpac	fe80::266e:96ff:fe4a:377a	8612	ff02::1	8612	bad_UDP_checksum	-	F	zeek	UDP
1499183910.963095	CHK5312sFdle76TwMj	192.168.10.5	56907	192.168.10.3	49666	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499183939.432622	C1uSe44PtBa1tfKJWa	192.168.10.9	5228	193.232.151.159	80	inflate_failed	-	F	zeek	ZIP
1499183941.293840	CYGo4W2gwxWkgx6mJ5	192.168.10.9	5274	213.180.204.92	80	possible_split_routing	-	F	zeek	-
1499184056.584496	CAP7K21sY3sQOXoq2	192.168.10.9	5268	77.66.54.155	80	window_recision	-	F	zeek	-
1499184056.586119	C4XbA9xhhCbz5Nioj	192.168.10.9	5267	77.66.54.155	80	window_recision	-	F	zeek	-
1499184093.153860	Cp1o5K1lcdwaNWQKVd	192.168.10.15	55192	192.168.10.3	49666	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499184190.386437	C1Jbse2s6FV79zRY3k	192.168.10.51	53555	104.239.227.128	80	inflate_failed	-	F	zeek	ZIP
1499184190.426258	CJaOmfrFWLbkBZBVd	192.168.10.51	53559	104.239.227.128	80	possible_split_routing	-	F	zeek	-
1499184190.465048	CG2b5c2DHlrgopobKc	192.168.10.51	53558	104.239.227.128	80	inflate_failed	-	F	zeek	ZIP
1499184190.468077	CJaOmfrFWLbkBZBVd	192.168.10.51	53559	104.239.227.128	80	inflate_failed	-	F	zeek	ZIP
1499184463.298084	CB0hTHPAZsOBHWNOi	192.168.10.51	59413	23.60.139.27	80	possible_split_routing	-	F	zeek	-
1499184465.512560	CBEAXLkXEMurDokL8	192.168.10.51	52487	104.97.123.92	443	possible_split_routing	-	F	zeek	-
1499184466.239976	Cx03oY3S1thY8swB1	192.168.10.51	59059	172.217.11.14	80	possible_split_routing	-	F	zeek	-
1499184466.528457	C23k7pCtujDZUmbee	192.168.10.51	44617	172.217.12.132	443	possible_split_routing	-	F	zeek	-
1499184466.542153	Cwv2t7ibR0jE5vyI3	192.168.10.51	33279	34.198.123.4	443	possible_split_routing	-	F	zeek	-
1499184467.099574	CliTRY2hGke29O98Eh	192.168.10.51	35222	172.217.6.193	443	possible_split_routing	-	F	zeek	-
1499184467.127157	C1jKvu1aekzjqVZAmk	192.168.10.51	44635	172.217.12.132	443	possible_split_routing	-	F	zeek	-
1499184468.010886	CnF7CL3t5lWNn1xuHl	192.168.10.51	45151	172.217.3.98	443	possible_split_routing	-	F	zeek	-
1499184469.275421	CXFYdeDkw5qdRXz08	192.168.10.51	41581	172.217.11.38	443	possible_split_routing	-	F	zeek	-
1499184470.389414	C3pdyn1lGisMDyNF0j	192.168.10.51	52517	192.82.242.50	443	possible_split_routing	-	F	zeek	-
1499184470.558378	Csowr81H0Lt6gl1Wof	192.168.10.51	52516	192.82.242.50	443	window_recision	-	F	zeek	-
1499184471.037047	CoEjxD2285Ewq4zDlk	192.168.10.51	52559	192.82.242.50	443	window_recision	-	F	zeek	-
1499184471.118544	CUF1mv3rhkipN1St2	192.168.10.51	52563	192.82.242.50	443	window_recision	-	F	zeek	-
1499184471.176525	C5ARz21tUOkPBbc4Pk	192.168.10.51	52566	192.82.242.50	443	window_recision	-	F	zeek	-
1499184471.604220	CvjJzB2B6sGSw4Bj65	192.168.10.51	52602	192.82.242.50	443	window_recision	-	F	zeek	-
1499184479.252488	CQYnFXk1v8bdNd3zc	192.168.10.9	5321	151.101.44.129	443	possible_split_routing	-	F	zeek	-
1499184480.032403	Cm9qgE4jWue4jaFb5	192.168.10.51	60313	162.248.16.50	443	window_recision	-	F	zeek	-
1499184480.861969	Cfhuw84vGhq4fdmTp1	192.168.10.51	53019	152.163.56.2	443	window_recision	-	F	zeek	-
1499184481.031360	CJTeuX2yoB9fGvNww3	192.168.10.51	42389	152.163.13.4	443	window_recision	-	F	zeek	-
1499184481.980313	CUcuQAduWJ4qu4gSg	192.168.10.51	37538	192.243.232.58	443	window_recision	-	F	zeek	-
1499184482.623334	Crd9Et2SeDtktbhqTg	192.168.10.9	5436	104.97.71.5	443	possible_split_routing	-	F	zeek	-
1499184483.391981	CrZZ2p1EoTt9tmLXql	192.168.10.9	5452	172.217.11.14	443	possible_split_routing	-	F	zeek	-
1499184485.534320	CzRHop33nFBUhw06Jb	192.168.10.9	5506	69.172.216.55	443	possible_split_routing	-	F	zeek	-
1499184485.538646	CivaLd2GetiFlpBpy3	192.168.10.9	5509	69.172.216.55	443	possible_split_routing	-	F	zeek	-
1499184487.710119	CGPoNB1x4FigVqZMn1	192.168.10.9	5551	172.217.7.3	443	possible_split_routing	-	F	zeek	-
1499184525.508284	CAqJY046Il92OUKCh7	192.168.10.9	5595	151.101.0.68	443	possible_split_routing	-	F	zeek	-
1499184525.519834	CKpJ9N1tqAeUmqHm5d	192.168.10.9	5591	54.165.74.66	443	possible_split_routing	-	F	zeek	-
1499184525.789738	CUh9Ab1kOF8UjL6fC3	192.168.10.9	5608	178.255.83.1	80	possible_split_routing	-	F	zeek	-
1499184567.174486	CN5uBo4INsoBdXrNpk	192.168.10.9	5671	178.255.83.1	80	possible_split_routing	-	F	zeek	-
1499184569.639176	CxrD5x1LsINxlT7Pn9	192.168.10.16	58184	5.196.44.172	80	inflate_failed	-	F	zeek	ZIP
1499184579.385126	C1mT5p3pZHR8IaBX78	192.168.10.15	55212	45.32.93.129	443	possible_split_routing	-	F	zeek	-
1499184579.447738	CIn4ph1Psn2woPbIM5	192.168.10.15	55220	204.187.101.132	443	possible_split_routing	-	F	zeek	-
1499184584.585203	CjQSgGRPkXCInSJae	192.168.10.17	33077	31.13.80.12	443	possible_split_routing	-	F	zeek	-
1499184619.286634	CA3BuB1ZPjXIRS7uV7	192.168.10.9	5732	149.174.66.131	443	window_recision	-	F	zeek	-
1499184687.923495	CBqCCz2N5VEqsxr8sj	192.168.10.9	5837	68.67.178.252	443	possible_split_routing	-	F	zeek	-
1499184729.454592	CWeErfNm1aFGDaxh6	192.168.10.9	5862	68.67.178.252	443	possible_split_routing	-	F	zeek	-
1499184733.628927	CK9m5f1HisGeAc5RV5	192.168.10.51	59722	23.208.165.24	80	possible_split_routing	-	F	zeek	-
1499184746.230472	CkKcoR33gReqBM9SP7	192.168.10.25	55254	52.84.145.135	443	possible_split_routing	-	F	zeek	-
1499184766.412428	CTePgz4qJp2GdkWVz7	192.168.10.25	55266	172.217.10.46	443	possible_split_routing	-	F	zeek	-
1499184769.581036	Cgtrtv4r6B0Dtyz50d	192.168.10.9	5870	68.67.178.243	443	possible_split_routing	-	F	zeek	-
1499184808.497634	CtmRHh1SX74LBDQcWb	192.168.10.9	5949	152.163.66.165	443	window_recision	-	F	zeek	-
1499184818.494038	CIJaXN2TzIdSqjJ7r8	192.168.10.9	5944	152.163.66.165	443	window_recision	-	F	zeek	-
1499184818.574921	CQW9tN1xCgXdlQsgPh	192.168.10.9	5946	152.163.66.165	443	window_recision	-	F	zeek	-
1499184818.603900	CiUoCe40bmcZCRXqP1	192.168.10.9	5947	152.163.66.165	443	window_recision	-	F	zeek	-
1499184818.794121	ChjDE415BaGD8OZIsh	192.168.10.9	5948	152.163.66.165	443	window_recision	-	F	zeek	-
1499184820.480521	Ca2la44OtvJwHytTYi	192.168.10.9	6030	152.163.13.4	443	window_recision	-	F	zeek	-
1499184820.580286	ChESFF17Z5Eu1EuRNh	192.168.10.9	6026	152.163.13.4	443	window_recision	-	F	zeek	-
1499184822.644227	CppdtDdUDaFcmowT3	192.168.10.9	6081	152.163.56.2	443	window_recision	-	F	zeek	-
1499184848.706362	CK7Dux2CTZivKeMmC4	192.168.10.8	53050	192.168.10.50	24145	possible_split_routing	-	F	zeek	-
1499184997.373191	Cm1VYIS1PLPwr36A	192.168.10.25	55344	52.84.145.252	443	possible_split_routing	-	F	zeek	-
1499185006.075019	Cz0hqL1Lc24fv4Wet4	192.168.10.51	38297	52.84.145.87	443	possible_split_routing	-	F	zeek	-
1499185019.257326	CImLAy4jWI2bHM7lke	192.168.10.51	53364	152.163.56.2	443	window_recision	-	F	zeek	-
1499185045.354790	CGcwiW3Gan1bBihpLc	192.168.10.19	48251	172.217.9.238	80	possible_split_routing	-	F	zeek	-
1499185115.302766	CSlfkk4f8LhvjmWjTc	192.168.10.25	55410	104.117.69.2	443	possible_split_routing	-	F	zeek	-
1499185115.303361	CSHA6P2JreP0hPgpMc	192.168.10.25	55411	104.117.69.2	443	possible_split_routing	-	F	zeek	-
1499185129.082838	C4ySC1uBalceGoad	192.168.10.9	6114	94.230.219.148	80	inflate_failed	-	F	zeek	ZIP
1499185129.237569	CCDMDx4tMLtDCVZzv5	192.168.10.9	6119	94.230.219.148	80	possible_split_routing	-	F	zeek	-
1499185129.358166	CpARedLOIzOH33MDk	192.168.10.9	6115	94.230.219.148	80	inflate_failed	-	F	zeek	ZIP
1499185129.630945	C963Jl1nICNzfl0Vcl	192.168.10.9	6120	172.217.9.232	80	inflate_failed	-	F	zeek	ZIP
1499185129.648656	Ch4gAX2bfgVmnGcoB3	192.168.10.9	6121	151.101.45.108	80	inflate_failed	-	F	zeek	ZIP
1499185187.998574	CGYnyu3TPeO5rCyGta	192.168.10.14	54312	192.168.10.50	44625	possible_split_routing	-	F	zeek	-
1499185266.665324	CLXlPg4xaswD84BW71	192.168.10.15	55312	54.192.37.120	443	possible_split_routing	-	F	zeek	-
1499185267.027112	CVokOl141E2ycVgls7	192.168.10.15	55320	23.66.246.24	443	possible_split_routing	-	F	zeek	-
1499185268.962367	Cxwqhz4V90fl4yTxo4	192.168.10.17	54064	104.20.86.139	80	inflate_failed	-	F	zeek	ZIP
1499185276.880858	CnwQSq33xnvpPuNVS9	192.168.10.19	52585	192.82.242.50	443	window_recision	-	F	zeek	-
1499185413.466089	CMw0qpBNDrSrFJI15	192.168.10.8	53096	172.217.10.14	443	possible_split_routing	-	F	zeek	-
1499185496.009029	CLX3dM29UBDxqsVm1a	192.168.10.16	55522	54.86.13.38	443	possible_split_routing	-	F	zeek	-
1499185501.900155	CdQbFE36oDrooC1GNc	192.168.10.15	55387	195.93.42.19	443	window_recision	-	F	zeek	-
1499185522.087638	CTMrcG4xJUWg1Ei3Sa	192.168.10.25	55614	104.88.66.118	443	possible_split_routing	-	F	zeek	-
1499185523.473354	C0HuDu3xpLCxGQh9sc	192.168.10.25	55667	172.217.10.14	443	possible_split_routing	-	F	zeek	-
1499185523.692107	Cz59bA1rDbaUJTovRk	192.168.10.14	54328	104.239.227.128	80	inflate_failed	-	F	zeek	ZIP
1499185527.007139	CDgJ1316bwYZPggLY8	192.168.10.5	56960	52.55.15.47	80	inflate_failed	-	F	zeek	ZIP
1499185527.964573	CuzMAYZpSprGlz6n9	192.168.10.5	57038	216.58.217.100	443	possible_split_routing	-	F	zeek	-
1499185531.354412	Cl7kGQ3BiqllbHkDU4	192.168.10.5	57082	184.172.43.156	80	possible_split_routing	-	F	zeek	-
1499185702.972275	CFbjWvRE85GLbQBBk	192.168.10.8	53136	104.20.89.25	443	possible_split_routing	-	F	zeek	-
1499185726.287009	Ch1gax39MNr5GDeyXi	192.168.10.16	47208	74.217.63.17	443	possible_split_routing	-	F	zeek	-
1499185736.441223	C5j7lm2tsYx7yP3ea3	192.168.10.17	42049	118.163.124.247	80	inflate_failed	-	F	zeek	ZIP
1499185753.921365	CbhIzORO5QUDxWFf9	192.168.10.5	57103	178.255.83.1	80	possible_split_routing	-	F	zeek	-
1499185805.448573	CNozvvOeHau9m3EMh	192.168.10.25	56071	52.84.145.201	443	possible_split_routing	-	F	zeek	-
1499185849.541869	CJ9ilP3t1ex1nQvu7	192.168.10.8	53156	23.15.4.24	443	possible_split_routing	-	F	zeek	-
1499185912.848958	CNR0Ym3nhBIzH17Tfb	192.168.10.12	50966	169.54.33.131	443	possible_split_routing	-	F	zeek	-
1499185956.101540	C4Knbr2sCoGzKF5Oq	192.168.10.25	56121	54.192.37.10	443	possible_split_routing	-	F	zeek	-
1499185963.644208	CAfbWw16xjOephDz16	192.168.10.17	50618	63.144.176.97	443	possible_split_routing	-	F	zeek	-
1499185963.644233	CiN2OvhujIOkudt02	192.168.10.17	50619	63.144.176.97	443	possible_split_routing	-	F	zeek	-
1499185965.135195	CxBlMukQUWW8xEfsh	192.168.10.17	59248	54.239.17.113	443	window_recision	-	F	zeek	-
1499185985.707839	CerTWengzcwgVsPx4	192.168.10.5	57131	62.138.109.56	80	line_terminated_with_single_CR	-	F	zeek	CONTENTLINE
1499185985.782560	Cz6uoS29OawUZ9EWV2	192.168.10.5	57138	172.217.6.200	80	inflate_failed	-	F	zeek	ZIP
1499185985.826731	C5Hq3c3Iod3SHqkrlk	192.168.10.5	57146	23.194.141.50	80	inflate_failed	-	F	zeek	ZIP
1499185986.897163	CItD1r4aNxNMr465Ze	192.168.10.5	57184	104.16.26.216	80	possible_split_routing	-	F	zeek	-
1499185987.803373	CucHuj3lF0zVhAObH6	192.168.10.5	57208	54.192.36.90	80	inflate_failed	-	F	zeek	ZIP
1499185988.104802	CsE59U2oXCB0yck4q5	192.168.10.5	57217	23.208.170.144	80	inflate_failed	-	F	zeek	ZIP
1499185988.255847	CX172Kclb6dcsW1kb	192.168.10.5	57220	23.194.141.9	80	inflate_failed	-	F	zeek	ZIP
1499185988.503482	Ce1GI23KFwiBOFf1Xj	192.168.10.5	57235	23.194.140.38	80	inflate_failed	-	F	zeek	ZIP
1499185992.556068	CmS3bh1nknU06iQq28	192.168.10.5	57385	104.88.1.208	80	inflate_failed	-	F	zeek	ZIP
1499185992.621294	CSlcSZ2fDB6bYfjev2	192.168.10.5	57386	23.194.140.38	80	inflate_failed	-	F	zeek	ZIP
1499186006.956935	CfKfOA3n0S01KtxUjb	192.168.10.25	56149	54.192.37.10	443	possible_split_routing	-	F	zeek	-
1499186012.953597	CVKQGpQMgt6DIXhBl	192.168.10.8	53205	52.55.152.195	443	possible_split_routing	-	F	zeek	-
1499186013.054205	CmJ4ZM3fBGcQPH8szh	192.168.10.8	53209	23.54.187.27	80	possible_split_routing	-	F	zeek	-
1499186027.082276	CElsit4D2D1vO0NJQd	192.168.10.25	56156	54.192.37.234	443	possible_split_routing	-	F	zeek	-
1499186057.377870	Cv0AGl2XbpT2iZLKL9	192.168.10.25	56164	54.192.37.10	443	possible_split_routing	-	F	zeek	-
1499186107.513875	C2rwGcq3Cw0VHbr6j	192.168.10.25	56181	54.192.37.158	443	possible_split_routing	-	F	zeek	-
1499186186.891408	C2GQRm1jgSOlu89Hm5	192.168.10.19	35091	219.139.164.236	443	window_recision	-	F	zeek	-
1499186187.581538	CaChYt1M5qledoYEPj	192.168.10.16	60246	104.88.54.24	443	possible_split_routing	-	F	zeek	-
1499186308.643038	C8uPKlaTCPYReDHn4	192.168.10.5	57409	93.184.216.135	443	possible_split_routing	-	F	zeek	-
1499186308.844853	CnkpdQ1Hrg81HHDn44	192.168.10.5	57423	23.54.187.27	80	possible_split_routing	-	F	zeek	-
1499186309.618813	CCZ5uI2IMLxh8eT4ed	192.168.10.5	57431	185.59.223.16	443	possible_split_routing	-	F	zeek	-
1499186350.845115	Clo7Mb4af3IUYKn1J1	192.168.10.51	54946	104.20.86.120	80	inflate_failed	-	F	zeek	ZIP
1499186350.847902	CMz7mh2XrNJYYJ7e65	192.168.10.51	54947	104.20.86.120	80	inflate_failed	-	F	zeek	ZIP
1499186351.171522	CANucm80B7SdGwZf3	192.168.10.51	40665	199.96.57.6	80	inflate_failed	-	F	zeek	ZIP
1499186351.467985	CqFVnu3NTekwddxYe	192.168.10.51	33245	31.13.80.36	443	possible_split_routing	-	F	zeek	-
1499186351.469276	C56dSd3V5w0eLjISrc	192.168.10.51	54951	104.20.86.120	80	inflate_failed	-	F	zeek	ZIP
1499186351.740681	COd1e71XC0zv3QYEue	192.168.10.51	40686	199.96.57.6	80	inflate_failed	-	F	zeek	ZIP
1499186375.309594	CihS7b2J7qFy2uuT7k	192.168.10.19	40463	94.182.146.195	80	inflate_failed	-	F	zeek	ZIP
1499186375.626790	CS8SZHseIqyNHsTn4	192.168.10.19	60880	148.251.76.202	80	inflate_failed	-	F	zeek	ZIP
1499186376.238706	CSjPFH4uF1rxg36G	192.168.10.19	40465	94.182.146.195	80	inflate_failed	-	F	zeek	ZIP
1499186376.278803	CXYI4e1W7LgyENy3Mi	192.168.10.19	40473	94.182.146.195	80	inflate_failed	-	F	zeek	ZIP
1499186376.557077	CL8PebQse835mtac4	192.168.10.19	40466	94.182.146.195	80	inflate_failed	-	F	zeek	ZIP
1499186376.562043	CNN0524l8XMLXeGTEj	192.168.10.19	40464	94.182.146.195	80	inflate_failed	-	F	zeek	ZIP
1499186376.972601	CHDaow28GVTUBFZoXb	192.168.10.19	42113	185.147.176.24	80	possible_split_routing	-	F	zeek	-
1499186377.276382	CF1P3EFLeVVtIrijb	192.168.10.19	34498	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186377.337518	CXevPXK7dt2NaOEU2	192.168.10.19	34500	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186377.357008	CgMg0t1XDUhnI1qyD8	192.168.10.19	34501	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186377.601290	CTv00V2dqnzjAxuHc2	192.168.10.19	34492	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186377.923646	CJS6Jx3ehSKUl7dzIk	192.168.10.19	34493	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186378.537761	CH4q1P34xx5gLpZEF8	192.168.10.19	34496	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186378.734767	C0ADkI2kTnOh7Weikb	192.168.10.19	44271	185.147.176.25	80	inflate_failed	-	F	zeek	ZIP
1499186380.539970	CCFqVO3wr1PHOUppQd	192.168.10.19	34499	94.182.146.24	80	inflate_failed	-	F	zeek	ZIP
1499186389.452826	CzLaAi2oZYnOvKLrn1	192.168.10.5	57463	192.168.10.3	49671	netlogon_dce_rpc_auth_type	68	F	zeek	DCE_RPC
1499186451.417781	CJIF8iX5sq7mcZozf	192.168.10.12	50704	211.233.74.23	443	possible_split_routing	-	F	zeek	-
1499186454.015689	C6gT0a1jxxYNeZX8xe	192.168.10.12	52600	211.233.74.23	80	inflate_failed	-	F	zeek	ZIP
1499186454.016530	C8vr2b4tcln1WX4Gr9	192.168.10.12	58582	74.119.118.74	80	possible_split_routing	-	F	zeek	-
1499186454.281148	C5g1aj11XlOTg4q7Rf	192.168.10.12	52606	211.233.74.23	80	inflate_failed	-	F	zeek	ZIP
1499186561.755241	CVuTFK3SG8xCm6PPei	192.168.10.25	56400	54.192.37.158	443	possible_split_routing	-	F	zeek	-
1499186611.857335	CAG1eXDR9RJbewLx2	192.168.10.17	50299	193.200.227.42	80	inflate_failed	-	F	zeek	ZIP
1499186611.859499	CtHU999aIdX6MCJW4	192.168.10.17	51450	193.200.227.43	80	inflate_failed	-	F	zeek	ZIP
1499186612.233410	CdU8iN3YE0XNpaPX1	192.168.10.17	49913	193.200.227.41	80	possible_split_routing	-	F	zeek	-
1499186612.233497	CdU8iN3YE0XNpaPX1	192.168.10.17	49913	193.200.227.41	80	data_before_established	-	F	zeek	TCP
1499186613.345173	CfLEmp2U0Lzkhq1RJf	192.168.10.17	57728	93.184.216.16	80	inflate_failed	-	F	zeek	ZIP
1499186614.527298	CHHcke1MetFZ3Wml47	192.168.10.17	46427	74.217.63.46	80	inflate_failed	-	F	zeek	ZIP
1499186614.563208	CZAHPAxvtodNC1Yw2	192.168.10.17	58932	23.194.111.184	80	inflate_failed	-	F	zeek	ZIP
1499186614.732795	CUegFC3WFS3VyYmh2d	192.168.10.17	46596	185.86.139.19	80	possible_split_routing	-	F	zeek	-
1499186614.732893	CUegFC3WFS3VyYmh2d	192.168.10.17	46596	185.86.139.19	80	window_recision	-	F	zeek	-
1499186615.143049	C8SQaw47Hqx2y17i91	192.168.10.17	59509	192.82.242.50	80	window_recision	-	F	zeek	-
1499186618.747665	C28o4mPhKBB9ptGT3	192.168.10.17	36016	103.6.87.130	80	inflate_failed	-	F	zeek	ZIP
1499186621.697896	CcnnyO1PQFIgp0TUdk	192.168.10.17	45256	8.253.167.45	80	possible_split_routing	-	F	zeek	-
1499186643.488324	CUjUjf3EEBhh80pe5c	192.168.10.9	6268	108.168.178.47	443	possible_split_routing	-	F	zeek	-
1499186660.118387	CnNZmK3lICHI32Gfuh	192.168.10.8	53313	205.185.216.42	443	possible_split_routing	-	F	zeek	-
1499186784.101905	CIvF6D4x3LGqHTe5K9	192.168.10.8	53354	205.185.208.154	443	possible_split_routing	-	F	zeek	-
1499186882.507011	CAooIx4BTyYtYhvjF	192.168.10.16	48002	192.0.77.32	443	possible_split_routing	-	F	zeek	-
1499186883.318159	CSBuB8sPK2h0mRt9g	192.168.10.16	33228	151.101.1.171	443	possible_split_routing	-	F	zeek	-
1499186885.355904	CarQgd2qH2jJPpCdwd	192.168.10.16	33656	23.60.139.27	80	possible_split_routing	-	F	zeek	-
1499186894.709295	CO6yp232CXZSav2Df9	192.168.10.51	45741	172.217.3.98	443	possible_split_routing	-	F	zeek	-
1499186895.673525	C1rMVq3hvNNcZWExA5	192.168.10.51	53669	95.163.95.169	443	possible_split_routing	-	F	zeek	-
1499186895.982420	CX00MdjiTOv6V73B1	192.168.10.51	53677	95.163.95.169	443	possible_split_routing	-	F	zeek	-
1499186896.966569	CoPugW10f4IQE1hXb1	192.168.10.51	48476	185.15.175.135	443	possible_split_routing	-	F	zeek	-
1499186899.591816	CI08XH1cZVZRvTP3n2	192.168.10.51	51034	213.180.204.92	443	possible_split_routing	-	F	zeek	-
1499186899.992148	CjfsHieHrXwcSgX4f	192.168.10.51	44770	216.58.219.198	443	possible_split_routing	-	F	zeek	-
1499186905.032852	C21Nw11biGG5FnrLJ1	192.168.10.51	42112	5.9.57.151	443	possible_split_routing	-	F	zeek	-
1499186906.815967	CD0j0X312WPu8O3Fc3	192.168.10.51	53959	95.163.95.169	443	possible_split_routing	-	F	zeek	-
1499186909.449923	CVSvkF2gqpwMHEW7lb	192.168.10.9	6296	184.25.102.48	80	possible_split_routing	-	F	zeek	-
1499186911.706487	CqHl3E4LV7ahgMSm7i	192.168.10.9	6320	172.217.12.206	80	possible_split_routing	-	F	zeek	-
1499186918.951282	CWd1Hi3y8YEpDAjnyk	192.168.10.9	6382	157.240.18.35	443	possible_split_routing	-	F	zeek	-
1499186919.056402	CLYvUg38BRcOVxwerl	192.168.10.9	6383	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499186919.079104	CtzMVK3w9wVj0Om1he	192.168.10.9	6387	23.50.75.27	80	possible_split_routing	-	F	zeek	-
1499186919.346666	CLuN2nCZ8dOpTDq25	192.168.10.9	6401	104.196.116.189	443	possible_split_routing	-	F	zeek	-
1499186919.584457	CtsTwGGZrWgItuB9f	192.168.10.9	6407	152.163.56.2	443	window_recision	-	F	zeek	-
1499186919.596546	CeP1pf3bOOpDahTu19	192.168.10.9	6409	152.163.56.2	443	window_recision	-	F	zeek	-
1499186920.493203	CwzSiv3AGkR90fzK1g	192.168.10.9	6466	63.251.240.12	443	possible_split_routing	-	F	zeek	-
1499186921.342777	CtLZOF4DqRpHdMQfVb	192.168.10.9	6489	74.119.118.67	443	possible_split_routing	-	F	zeek	-
1499186921.350826	CtLZOF4DqRpHdMQfVb	192.168.10.9	6489	74.119.118.67	443	window_recision	-	F	zeek	-
1499186931.824161	CyHDY14gjq8e2TgBm6	192.168.10.9	6490	207.200.74.133	443	window_recision	-	F	zeek	-
1499186935.102556	ClAxa6lw2bhsOueMh	192.168.10.17	44475	172.217.9.234	80	inflate_failed	-	F	zeek	ZIP
1499186935.255138	CkUoy6SzOvVIYeD69	192.168.10.17	46578	23.208.217.225	80	inflate_failed	-	F	zeek	ZIP
1499186935.315673	CkNORJcj2L5aGbsc3	192.168.10.17	34541	4.26.251.254	80	inflate_failed	-	F	zeek	ZIP
1499186936.033447	C9iXXt2cM6bLteWEFj	192.168.10.17	51844	86.109.252.232	80	inflate_failed	-	F	zeek	ZIP
1499186936.290066	Cv4XV8Mw6y3Qxd0me	192.168.10.17	35976	104.97.125.111	80	inflate_failed	-	F	zeek	ZIP
1499186936.370521	CnNngvUGkF2oQHVv7	192.168.10.17	54597	89.163.159.115	80	inflate_failed	-	F	zeek	ZIP
1499186938.417895	CLhz1N1q0ldB0xpmOc	192.168.10.17	38412	195.93.42.4	80	window_recision	-	F	zeek	-
1499186938.852155	Cwa4NF1BPBdGZdXDH7	192.168.10.17	38465	195.93.42.4	80	window_recision	-	F	zeek	-
1499186958.640719	CFfXN31PWrK9chVYT3	192.168.10.5	57541	104.97.135.177	80	inflate_failed	-	F	zeek	ZIP
1499186961.104959	CHF7tF16fI4j4pVL8e	192.168.10.5	57569	173.241.242.220	80	inflate_failed	-	F	zeek	ZIP
1499186961.403274	CfYPc22PQwuFe8qDpi	192.168.10.5	57567	172.217.3.98	80	inflate_failed	-	F	zeek	ZIP
1499187033.532663	Cszn7G2rhsKoNNOqa1	192.168.10.25	56560	52.84.145.207	443	possible_split_routing	-	F	zeek	-
1499187064.932186	CbRbgc3sJdpNwy4dbh	192.168.10.51	37063	192.0.73.2	443	possible_split_routing	-	F	zeek	-
1499187098.418831	CnmcYa3LDLOyhuA3J3	192.168.10.17	35182	175.111.83.1	80	inflate_failed	-	F	zeek	ZIP
1499187105.657855	CeI6HM3iw4fSVSkp5c	192.168.10.17	53258	162.248.16.28	80	window_recision	-	F	zeek	-
1499187117.063177	CgkYhY2sldNXtz4Efl	192.168.10.12	55500	211.233.74.132	80	possible_split_routing	-	F	zeek	-
1499187118.782872	CVZBEc3Zm5AuIPyJl5	192.168.10.16	53306	72.21.91.29	80	possible_split_routing	-	F	zeek	-
1499187175.948332	CpmoD53RvYw1ARJ1xh	192.168.10.51	37161	192.0.73.2	443	possible_split_routing	-	F	zeek	-
1499187175.948378	CtArHC3rD6wtK5X3h4	192.168.10.51	37164	192.0.73.2	443	possible_split_routing	-	F	zeek	-
1499187179.353397	CwJhEq2EzJXX9FSwsj	192.168.10.9	6515	52.84.145.142	443	possible_split_routing	-	F	zeek	-
1499187179.752026	CsjiEm1cGPlXgr52me	192.168.10.9	6527	104.16.17.221	443	possible_split_routing	-	F	zeek	-
1499187265.146733	Cp9BYC4JYdmiPCVCg	192.168.10.15	55712	208.88.180.139	443	window_recision	-	F	zeek	-
1499187309.381564	Cle1wY37zj3hR7YKYk	192.168.10.8	53432	172.217.3.104	443	possible_split_routing	-	F	zeek	-
1499187309.827593	CEwtqx4qXd6b0G3D7a	192.168.10.8	53443	23.23.96.56	443	possible_split_routing	-	F	zeek	-
1499187313.937064	CZ2wwt416GowiXxSPd	192.168.10.8	53490	72.21.91.29	80	possible_split_routing	-	F	zeek	-
1499187432.657041	CvrzohMkMj4lxUzR8	192.168.10.51	50126	104.88.64.202	443	possible_split_routing	-	F	zeek	-
1499187434.975325	CHPO2RanmIbPonAXi	192.168.10.51	46990	172.217.6.228	443	possible_split_routing	-	F	zeek	-
1499187449.633737	CPdDkq2pm4kGxPFTgd	192.168.10.9	6560	184.72.44.154	80	inflate_failed	-	F	zeek	ZIP
1499187449.819648	CiKobK1ZXMJTTPtxS	192.168.10.9	6561	172.217.10.74	80	inflate_failed	-	F	zeek	ZIP
1499187449.855583	C1RTUa1AsbN91cjri8	192.168.10.9	6563	52.84.145.87	80	inflate_failed	-	F	zeek	ZIP
